latitude,longitude,availability_pct,wkt_geom
70.00,10.00,53.3,POINT(10.0 70.0)
70.00,20.00,51.7,POINT(20.0 70.0)
70.00,30.00,51.7,POINT(30.0 70.0)
70.00,40.00,58.3,POINT(40.0 70.0)
70.00,50.00,58.3,POINT(50.0 70.0)
70.00,60.00,58.3,POINT(60.0 70.0)
70.00,70.00,60.0,POINT(70.0 70.0)
70.00,80.00,58.3,POINT(80.0 70.0)
70.00,90.00,58.3,POINT(90.0 70.0)
70.00,100.00,50.0,POINT(100.0 70.0)
70.00,110.00,46.7,POINT(110.0 70.0)
70.00,120.00,41.7,POINT(120.0 70.0)
70.00,130.00,41.7,POINT(130.0 70.0)
70.00,140.00,38.3,POINT(140.0 70.0)
70.00,150.00,35.0,POINT(150.0 70.0)
70.00,160.00,38.3,POINT(160.0 70.0)
70.00,170.00,40.0,POINT(170.0 70.0)
70.00,180.00,43.3,POINT(180.0 70.0)
80.00,-180.00,76.7,POINT(-180.0 80.0)
80.00,-170.00,78.3,POINT(-170.0 80.0)
80.00,-160.00,81.7,POINT(-160.0 80.0)
80.00,-150.00,81.7,POINT(-150.0 80.0)
80.00,-140.00,83.3,POINT(-140.0 80.0)
80.00,-130.00,78.3,POINT(-130.0 80.0)
80.00,-120.00,75.0,POINT(-120.0 80.0)
80.00,-110.00,75.0,POINT(-110.0 80.0)
80.00,-100.00,75.0,POINT(-100.0 80.0)
80.00,-90.00,75.0,POINT(-90.0 80.0)
80.00,-80.00,76.7,POINT(-80.0 80.0)
80.00,-70.00,76.7,POINT(-70.0 80.0)
80.00,-60.00,76.7,POINT(-60.0 80.0)
80.00,-50.00,80.0,POINT(-50.0 80.0)
80.00,-40.00,81.7,POINT(-40.0 80.0)
80.00,-30.00,80.0,POINT(-30.0 80.0)
80.00,-20.00,80.0,POINT(-20.0 80.0)
80.00,-10.00,78.3,POINT(-10.0 80.0)
80.00,0.00,80.0,POINT(0.0 80.0)
80.00,10.00,80.0,POINT(10.0 80.0)
80.00,20.00,80.0,POINT(20.0 80.0)
80.00,30.00,80.0,POINT(30.0 80.0)
80.00,40.00,80.0,POINT(40.0 80.0)
80.00,50.00,78.3,POINT(50.0 80.0)
80.00,60.00,78.3,POINT(60.0 80.0)
80.00,70.00,78.3,POINT(70.0 80.0)
80.00,80.00,80.0,POINT(80.0 80.0)
80.00,90.00,80.0,POINT(90.0 80.0)
80.00,100.00,80.0,POINT(100.0 80.0)
80.00,110.00,81.7,POINT(110.0 80.0)
80.00,120.00,76.7,POINT(120.0 80.0)
80.00,130.00,75.0,POINT(130.0 80.0)
80.00,140.00,75.0,POINT(140.0 80.0)
80.00,150.00,75.0,POINT(150.0 80.0)
80.00,160.00,75.0,POINT(160.0 80.0)
80.00,170.00,76.7,POINT(170.0 80.0)
80.00,180.00,76.7,POINT(180.0 80.0)
90.00,-180.00,100.0,POINT(-180.0 90.0)
90.00,-170.00,100.0,POINT(-170.0 90.0)
90.00,-160.00,100.0,POINT(-160.0 90.0)
90.00,-150.00,100.0,POINT(-150.0 90.0)
90.00,-140.00,100.0,POINT(-140.0 90.0)
90.00,-130.00,100.0,POINT(-130.0 90.0)
90.00,-120.00,100.0,POINT(-120.0 90.0)
90.00,-110.00,100.0,POINT(-110.0 90.0)
90.00,-100.00,100.0,POINT(-100.0 90.0)
90.00,-90.00,100.0,POINT(-90.0 90.0)
90.00,-80.00,100.0,POINT(-80.0 90.0)
90.00,-70.00,100.0,POINT(-70.0 90.0)
90.00,-60.00,100.0,POINT(-60.0 90.0)
90.00,-50.00,100.0,POINT(-50.0 90.0)
90.00,-40.00,100.0,POINT(-40.0 90.0)
90.00,-30.00,100.0,POINT(-30.0 90.0)
90.00,-20.00,100.0,POINT(-20.0 90.0)
90.00,-10.00,100.0,POINT(-10.0 90.0)
90.00,0.00,100.0,POINT(0.0 90.0)
90.00,10.00,100.0,POINT(10.0 90.0)
90.00,20.00,100.0,POINT(20.0 90.0)
90.00,30.00,100.0,POINT(30.0 90.0)
90.00,40.00,100.0,POINT(40.0 90.0)
90.00,50.00,100.0,POINT(50.0 90.0)
90.00,60.00,100.0,POINT(60.0 90.0)
90.00,70.00,100.0,POINT(70.0 90.0)
90.00,80.00,100.0,POINT(80.0 90.0)
90.00,90.00,100.0,POINT(90.0 90.0)
90.00,100.00,100.0,POINT(100.0 90.0)
90.00,110.00,100.0,POINT(110.0 90.0)
90.00,120.00,100.0,POINT(120.0 90.0)
90.00,130.00,100.0,POINT(130.0 90.0)
90.00,140.00,100.0,POINT(140.0 90.0)
90.00,150.00,100.0,POINT(150.0 90.0)
90.00,160.00,100.0,POINT(160.0 90.0)
90.00,170.00,100.0,POINT(170.0 90.0)
90.00,180.00,100.0,POINT(180.0 90.0)
